name,age,ast,ast,crdr,crdy,gls,gls,min,mp,nation,pk,pos,starts,team,xag,xag,xg,xg
Diego León,18-167,,,,,,,,0,py PAR,,DF,0,Manchester-United,,,,
André Onana,29-168,,,,,,,,0,cm CMR,,GK,0,Manchester-United,,,,
Squad Total,26.1,1.0,0.25,0.0,3.0,2.0,0.5,360.0,4,,1.0,,44,Manchester-United,5.3,1.33,7.9,1.98
Opponent Total,26.7,5.0,1.25,0.0,10.0,7.0,1.75,360.0,4,,0.0,,44,Manchester-United,5.0,1.25,6.9,1.73
Elliot Anderson,22-315,1.0,0.25,0.0,0.0,0.0,0.0,360.0,4,eng ENG,0.0,MF,4,Nottingham-Forest,1.1,0.27,0.4,0.1
Nikola Milenković,27-340,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,rs SRB,0.0,DF,4,Nottingham-Forest,0.0,0.0,0.1,0.01
Matz Sels,33-203,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,be BEL,0.0,GK,4,Nottingham-Forest,0.0,0.0,0.0,0.0
Neco Williams,24-157,0.0,0.0,0.0,2.0,0.0,0.0,360.0,4,wls WAL,0.0,DF,4,Nottingham-Forest,0.3,0.08,0.0,0.01
Ibrahim Sangaré,27-289,0.0,0.0,0.0,0.0,0.0,0.0,337.0,4,ci CIV,0.0,MF,4,Nottingham-Forest,0.0,0.0,0.0,0.01
Morgan Gibbs-White,25-233,1.0,0.28,0.0,0.0,0.0,0.0,326.0,4,eng ENG,0.0,MF,4,Nottingham-Forest,0.3,0.08,0.7,0.19
Callum Hudson-Odoi,24-314,0.0,0.0,0.0,0.0,1.0,0.29,308.0,4,eng ENG,0.0,FW,4,Nottingham-Forest,0.6,0.16,0.4,0.11
Murillo,23-075,0.0,0.0,0.0,1.0,0.0,0.0,306.0,4,br BRA,0.0,DF,4,Nottingham-Forest,0.0,0.0,0.0,0.0
Chris Wood,33-284,0.0,0.0,0.0,0.0,2.0,0.61,296.0,4,nz NZL,0.0,FW,4,Nottingham-Forest,0.2,0.05,1.6,0.48
Dan Ndoye,24-327,1.0,0.31,0.0,0.0,1.0,0.31,295.0,4,ch SUI,0.0,FW,4,Nottingham-Forest,0.4,0.13,0.1,0.03
Ola Aina,28-344,0.0,0.0,0.0,1.0,0.0,0.0,270.0,3,ng NGA,0.0,DF,3,Nottingham-Forest,0.1,0.05,0.0,0.01
Morato,24-079,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1,br BRA,0.0,DF,1,Nottingham-Forest,0.0,0.0,0.0,0.0
James Mcatee,22-334,0.0,0.0,0.0,0.0,0.0,0.0,70.0,3,eng ENG,0.0,"MF,FW",0,Nottingham-Forest,0.4,0.46,0.0,0.0
Nicolò Savona,22-182,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1,it ITA,0.0,DF,0,Nottingham-Forest,0.0,0.03,0.0,0.0
Arnaud Kalimuendo,23-240,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3,fr FRA,0.0,FW,0,Nottingham-Forest,0.0,0.02,0.1,0.19
Igor Jesus,24-204,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3,br BRA,0.0,FW,0,Nottingham-Forest,0.0,0.0,0.1,0.19
Dilane Bakwa,23-022,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1,fr FRA,0.0,FW,0,Nottingham-Forest,0.0,0.0,0.0,0.0
Ryan Yates,27-300,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3,eng ENG,0.0,MF,0,Nottingham-Forest,0.0,0.0,0.0,0.0
Jota Silva,26-047,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,pt POR,0.0,FW,0,Nottingham-Forest,0.0,0.0,0.0,0.0
Omari Hutchinson,21-322,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2,eng ENG,0.0,"FW,MF",0,Nottingham-Forest,0.0,0.0,0.2,1.65
Zach Abbott,19-127,,,,,,,,0,eng ENG,,DF,0,Nottingham-Forest,,,,
Taiwo Awoniyi,28-036,,,,,,,,0,ng NGA,,FW,0,Nottingham-Forest,,,,
Willy Boly,34-226,,,,,,,,0,ci CIV,,DF,0,Nottingham-Forest,,,,
Jair Cunha,20-194,,,,,,,,0,br BRA,,DF,0,Nottingham-Forest,,,,
Angus Gunn,29-238,,,,,,,,0,sct SCO,,GK,0,Nottingham-Forest,,,,
John,29-216,,,,,,,,0,br BRA,,GK,0,Nottingham-Forest,,,,
Douglas Luiz,27-131,,,,,,,,0,br BRA,,MF,0,Nottingham-Forest,,,,
Squad Total,26.7,3.0,0.75,0.0,5.0,4.0,1.0,360.0,4,,0.0,,44,Nottingham-Forest,3.3,0.83,3.7,0.92
Opponent Total,26.0,5.0,1.25,0.0,6.0,8.0,2.0,360.0,4,,2.0,,44,Nottingham-Forest,4.7,1.17,6.7,1.69
Joe Rodon,27-330,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,wls WAL,0.0,DF,4,Leeds-United,0.0,0.0,0.0,0.0
Anton Stach,26-306,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,de GER,0.0,MF,4,Leeds-United,0.8,0.2,0.5,0.13
Pascal Struijk,26-037,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,nl NED,0.0,DF,4,Leeds-United,0.0,0.01,0.2,0.05
Jayden Bogle,25-052,0.0,0.0,0.0,1.0,0.0,0.0,352.0,4,eng ENG,0.0,DF,4,Leeds-United,0.1,0.01,0.2,0.04
Gabriel Gudmundsson,26-141,0.0,0.0,0.0,1.0,0.0,0.0,349.0,4,se SWE,0.0,DF,4,Leeds-United,0.3,0.08,0.2,0.04
Lucas Perri,27-281,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3,br BRA,0.0,GK,3,Leeds-United,0.0,0.0,0.0,0.0
Daniel James,27-311,0.0,0.0,0.0,0.0,0.0,0.0,213.0,4,wls WAL,0.0,FW,3,Leeds-United,0.3,0.12,0.4,0.18
Wilfried Gnonto,21-316,0.0,0.0,0.0,1.0,0.0,0.0,192.0,4,it ITA,0.0,FW,3,Leeds-United,0.1,0.04,0.2,0.08
Sean Longstaff,27-322,0.0,0.0,0.0,0.0,0.0,0.0,214.0,4,eng ENG,0.0,MF,2,Leeds-United,0.0,0.02,0.0,0.02
Ilia Gruev,25-134,0.0,0.0,0.0,0.0,0.0,0.0,193.0,3,bg BUL,0.0,MF,2,Leeds-United,0.0,0.0,0.0,0.0
Ethan Ampadu,25-003,0.0,0.0,0.0,0.0,0.0,0.0,167.0,2,wls WAL,0.0,MF,2,Leeds-United,0.0,0.0,0.0,0.0
Ao Tanaka,27-007,0.0,0.0,0.0,0.0,0.0,0.0,146.0,2,jp JPN,0.0,MF,2,Leeds-United,0.1,0.07,0.1,0.06
Joël Piroe,26-046,0.0,0.0,0.0,0.0,0.0,0.0,134.0,2,nl NED,0.0,FW,2,Leeds-United,0.0,0.0,0.3,0.22
Brenden Aaronson,24-330,0.0,0.0,0.0,0.0,0.0,0.0,156.0,4,us USA,0.0,FW,1,Leeds-United,0.5,0.31,0.1,0.08
Lukas Nmecha,26-277,0.0,0.0,0.0,0.0,1.0,0.66,137.0,4,de GER,1.0,FW,1,Leeds-United,0.0,0.0,0.9,0.59
Noah Okafor,25-116,0.0,0.0,0.0,1.0,0.0,0.0,93.0,2,ch SUI,0.0,FW,1,Leeds-United,0.0,0.02,0.2,0.17
Karl Darlow,34-344,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1,wls WAL,0.0,GK,1,Leeds-United,0.0,0.0,0.0,0.0
Dominic Calvert-Lewin,28-185,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2,eng ENG,0.0,FW,1,Leeds-United,0.0,0.04,0.4,0.38
Jack Harrison,28-301,0.0,0.0,0.0,0.0,0.0,0.0,66.0,3,eng ENG,0.0,FW,0,Leeds-United,0.0,0.0,0.0,0.0
James Justin,27-206,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1,eng ENG,0.0,DF,0,Leeds-United,0.0,0.0,0.0,0.0
Sam Byram,32-001,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,eng ENG,0.0,DF,0,Leeds-United,0.0,0.0,0.0,0.0
Jaka Bijol,26-224,,,,,,,,0,si SVN,,"DF,MF",0,Leeds-United,,,,
Sebastiaan Bornauw,26-179,,,,,,,,0,be BEL,,DF,0,Leeds-United,,,,
Illan Meslier,25-199,,,,,,,,0,fr FRA,,GK,0,Leeds-United,,,,
Largie Ramazani,24-202,,,,,,,,0,be BEL,,"FW,MF",0,Leeds-United,,,,
Squad Total,26.6,0.0,0.0,0.0,5.0,1.0,0.25,360.0,4,,1.0,,44,Leeds-United,2.3,0.57,3.7,0.91
Opponent Total,27.2,4.0,1.0,0.0,4.0,5.0,1.25,360.0,4,,1.0,,44,Leeds-United,2.7,0.68,4.8,1.2
Martin Dúbravka,36-245,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,sk SVK,0.0,GK,4,Burnley,0.0,0.0,0.0,0.0
Quilindschy Hartman,23-307,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,nl NED,0.0,DF,4,Burnley,0.1,0.02,0.1,0.02
Kyle Walker,35-112,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,eng ENG,0.0,DF,4,Burnley,0.0,0.0,0.0,0.0
Jaidon Anthony,25-290,1.0,0.26,0.0,1.0,2.0,0.51,352.0,4,eng ENG,0.0,"MF,FW",4,Burnley,0.2,0.04,1.7,0.43
Hjalmar Ekdal,26-331,0.0,0.0,0.0,0.0,0.0,0.0,352.0,4,se SWE,0.0,DF,4,Burnley,0.0,0.01,0.0,0.01
Maxime Estève,23-114,0.0,0.0,0.0,0.0,0.0,0.0,352.0,4,fr FRA,0.0,DF,4,Burnley,0.0,0.0,0.0,0.01
Lyle Foster,25-014,0.0,0.0,0.0,1.0,1.0,0.27,333.0,4,za RSA,0.0,FW,4,Burnley,0.4,0.1,0.7,0.2
Josh Cullen,29-163,1.0,0.27,0.0,0.0,1.0,0.27,332.0,4,ie IRL,0.0,MF,4,Burnley,0.7,0.2,0.1,0.02
Lesley Ugochukwu,21-175,0.0,0.0,1.0,2.0,0.0,0.0,254.0,4,fr FRA,0.0,MF,3,Burnley,0.0,0.01,0.1,0.03
Hannibal Mejbri,22-239,0.0,0.0,0.0,0.0,0.0,0.0,236.0,4,tn TUN,0.0,MF,3,Burnley,0.2,0.07,0.2,0.06
Josh Laurent,30-134,0.0,0.0,0.0,1.0,0.0,0.0,189.0,4,eng ENG,0.0,"MF,DF",2,Burnley,0.2,0.08,0.1,0.05
Jacob Bruun Larsen,26-363,1.0,0.51,0.0,0.0,0.0,0.0,177.0,3,dk DEN,0.0,"FW,MF",2,Burnley,0.6,0.31,0.1,0.03
Loum Tchaouna,22-009,0.0,0.0,0.0,1.0,0.0,0.0,113.0,4,fr FRA,0.0,MF,1,Burnley,0.1,0.09,0.2,0.17
Oliver Sonne,24-311,0.0,0.0,0.0,0.0,0.0,0.0,104.0,3,pe PER,0.0,"DF,FW",1,Burnley,0.0,0.03,0.0,0.03
Florentino Luís,26-029,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1,pt POR,0.0,MF,0,Burnley,0.0,0.0,0.0,0.0
Zian Flemming,27-047,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2,nl NED,0.0,FW,0,Burnley,0.1,0.32,0.0,0.0
Joe Worrall,28-250,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3,eng ENG,0.0,DF,0,Burnley,0.0,0.0,0.0,0.0
Marcus Edwards,26-288,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,eng ENG,0.0,FW,0,Burnley,0.0,0.0,0.0,0.0
Armando Broja,24-007,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,al ALB,0.0,FW,0,Burnley,0.0,0.0,0.0,0.0
Bashir Humphreys,22-186,,,,,,,,0,eng ENG,,DF,0,Burnley,,,,
Lucas,24-177,,,,,,,,0,br BRA,,DF,0,Burnley,,,,
Aaron Ramsey,22-239,,,,,,,,0,eng ENG,,MF,0,Burnley,,,,
Max Weiß,21-094,,,,,,,,0,de GER,,GK,0,Burnley,,,,
Squad Total,27.3,3.0,0.75,1.0,7.0,4.0,1.0,360.0,4,,0.0,,44,Burnley,2.5,0.63,3.2,0.81
Opponent Total,25.9,4.0,1.0,0.0,4.0,6.0,1.5,360.0,4,,2.0,,44,Burnley,6.5,1.64,9.2,2.3
Jarrod Bowen,28-271,0.0,0.0,0.0,0.0,1.0,0.25,360.0,4,eng ENG,0.0,FW,4,West-Ham-United,0.8,0.21,0.5,0.12
El Hadji Malick Diouf,20-263,2.0,0.5,0.0,0.0,0.0,0.0,360.0,4,sn SEN,0.0,DF,4,West-Ham-United,0.5,0.13,0.2,0.04
Mads Hermansen,25-068,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,dk DEN,0.0,GK,4,West-Ham-United,0.0,0.0,0.0,0.0
Max Kilman,28-117,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,eng ENG,0.0,DF,4,West-Ham-United,0.0,0.01,0.4,0.1
Lucas Paquetá,28-021,0.0,0.0,0.0,0.0,2.0,0.53,337.0,4,br BRA,1.0,"MF,FW",4,West-Ham-United,0.1,0.03,1.4,0.38
James Ward-Prowse,30-320,0.0,0.0,0.0,0.0,0.0,0.0,323.0,4,eng ENG,0.0,MF,4,West-Ham-United,0.7,0.2,0.1,0.03
Tomáš Souček,30-202,0.0,0.0,1.0,0.0,0.0,0.0,232.0,4,cz CZE,0.0,MF,3,West-Ham-United,0.0,0.0,0.2,0.07
Niclas Füllkrug,32-220,0.0,0.0,0.0,0.0,0.0,0.0,198.0,3,de GER,0.0,FW,3,West-Ham-United,0.2,0.08,0.3,0.13
Kyle Walker-Peters,28-157,0.0,0.0,0.0,0.0,0.0,0.0,201.0,3,eng ENG,0.0,DF,2,West-Ham-United,0.0,0.01,0.0,0.02
Nayef Aguerd,29-171,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2,ma MAR,0.0,DF,2,West-Ham-United,0.0,0.0,0.1,0.05
Konstantinos Mavropanos,27-280,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2,gr GRE,0.0,DF,2,West-Ham-United,0.0,0.0,0.1,0.03
Aaron Wan-Bissaka,27-295,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2,cd COD,0.0,DF,2,West-Ham-United,0.1,0.06,0.0,0.0
Mateus Fernandes,21-069,0.0,0.0,0.0,0.0,0.0,0.0,141.0,2,pt POR,0.0,"FW,MF",2,West-Ham-United,0.5,0.34,0.0,0.0
Jean-Clair Todibo,25-261,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2,fr FRA,0.0,DF,2,West-Ham-United,0.0,0.0,0.0,0.0
Guido Rodríguez,31-158,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1,ar ARG,0.0,MF,1,West-Ham-United,0.0,0.0,0.0,0.03
Crysencio Summerville,23-322,1.0,1.3,0.0,0.0,0.0,0.0,69.0,2,nl NED,0.0,FW,1,West-Ham-United,0.1,0.09,0.0,0.0
Callum Wilson,33-202,0.0,0.0,0.0,0.0,1.0,0.78,115.0,4,eng ENG,0.0,FW,0,West-Ham-United,0.0,0.03,1.1,0.85
Freddie Potts,22-005,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1,eng ENG,0.0,MF,0,West-Ham-United,0.0,0.0,0.0,0.0
Luis Guilherme,19-220,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1,br BRA,0.0,FW,0,West-Ham-United,0.0,0.0,0.0,0.0
Soungoutou Magassa,21-344,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1,fr FRA,0.0,MF,0,West-Ham-United,0.0,0.0,0.0,0.0
Andy Irving,25-127,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3,sct SCO,0.0,MF,0,West-Ham-United,0.0,0.16,0.0,0.0
Edson Álvarez,27-328,,,,,,,,0,mx MEX,,"DF,MF",0,West-Ham-United,,,,
Alphonse Areola,32-202,,,,,,,,0,fr FRA,,GK,0,West-Ham-United,,,,
Łukasz Fabiański,40-152,,,,,,,,0,pl POL,,GK,0,West-Ham-United,,,,
Igor,27-222,,,,,,,,0,br BRA,,DF,0,West-Ham-United,,,,
Callum Marshall,20-293,,,,,,,,0,nir NIR,,FW,0,West-Ham-United,,,,
Oliver Scarles,19-279,,,,,,,,0,eng ENG,,MF,0,West-Ham-United,,,,
Squad Total,27.5,3.0,0.75,1.0,1.0,4.0,1.0,360.0,4,,1.0,,44,West-Ham-United,3.2,0.8,4.3,1.08
Opponent Total,25.2,9.0,2.25,0.0,2.0,11.0,2.75,360.0,4,,0.0,,44,West-Ham-United,4.6,1.16,5.5,1.36
Tyrone Mings,32-188,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,eng ENG,0.0,DF,4,Aston-Villa,0.1,0.02,0.3,0.07
Morgan Rogers,23-053,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,eng ENG,0.0,"FW,MF",4,Aston-Villa,0.3,0.07,0.2,0.06
Ollie Watkins,29-261,0.0,0.0,0.0,0.0,0.0,0.0,352.0,4,eng ENG,0.0,FW,4,Aston-Villa,0.4,0.09,1.1,0.28
Matty Cash,28-041,0.0,0.0,0.0,2.0,0.0,0.0,343.0,4,pl POL,0.0,DF,4,Aston-Villa,0.4,0.11,0.0,0.0
John McGinn,30-334,0.0,0.0,0.0,0.0,0.0,0.0,319.0,4,sct SCO,0.0,"FW,MF",4,Aston-Villa,0.7,0.2,0.0,0.01
Youri Tielemans,28-133,0.0,0.0,0.0,0.0,0.0,0.0,315.0,4,be BEL,0.0,MF,4,Aston-Villa,0.2,0.05,0.1,0.04
Lucas Digne,32-059,0.0,0.0,0.0,1.0,0.0,0.0,251.0,4,fr FRA,0.0,DF,3,Aston-Villa,0.0,0.0,0.1,0.03
Ezri Konsa,27-329,0.0,0.0,1.0,0.0,0.0,0.0,245.0,3,eng ENG,0.0,DF,3,Aston-Villa,0.0,0.01,0.0,0.0
Marco Bizot,34-191,0.0,0.0,0.0,1.0,0.0,0.0,180.0,2,nl NED,0.0,GK,2,Aston-Villa,0.0,0.0,0.0,0.0
Emiliano Martínez,33-015,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2,ar ARG,0.0,GK,2,Aston-Villa,0.0,0.0,0.0,0.0
Amadou Onana,24-032,0.0,0.0,0.0,1.0,0.0,0.0,153.0,2,be BEL,0.0,MF,2,Aston-Villa,0.0,0.0,0.2,0.13
Boubacar Kamara,25-298,0.0,0.0,0.0,1.0,0.0,0.0,105.0,2,fr FRA,0.0,"MF,DF",2,Aston-Villa,0.0,0.0,0.1,0.05
Emi Buendía,28-266,0.0,0.0,0.0,1.0,0.0,0.0,174.0,3,ar ARG,0.0,"MF,FW",1,Aston-Villa,0.3,0.16,0.3,0.16
Donyell Malen,26-251,0.0,0.0,0.0,0.0,0.0,0.0,124.0,4,nl NED,0.0,"FW,MF",1,Aston-Villa,0.0,0.0,0.2,0.15
Ian Maatsen,23-191,0.0,0.0,0.0,0.0,0.0,0.0,114.0,2,nl NED,0.0,DF,1,Aston-Villa,0.2,0.14,0.1,0.12
Pau Torres,28-244,0.0,0.0,0.0,0.0,0.0,0.0,107.0,2,es ESP,0.0,DF,1,Aston-Villa,0.0,0.0,0.1,0.06
Evann Guessand,24-078,0.0,0.0,0.0,0.0,0.0,0.0,106.0,3,ci CIV,0.0,"FW,MF",1,Aston-Villa,0.0,0.0,0.1,0.06
Lamare Bogarde,21-255,0.0,0.0,0.0,1.0,0.0,0.0,102.0,3,nl NED,0.0,MF,1,Aston-Villa,0.0,0.0,0.0,0.0
Harvey Elliott,22-166,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1,eng ENG,0.0,"MF,FW",0,Aston-Villa,0.0,0.0,0.0,0.0
Bradley Paul Burrowes,17-197,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1,eng ENG,0.0,DF,0,Aston-Villa,0.0,0.0,0.0,0.0
Victor Lindelöf,31-062,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,se SWE,0.0,MF,0,Aston-Villa,0.0,0.0,0.0,0.0
Samuel Iling-Junior,21-348,,,,,,,,0,eng ENG,,DF,0,Aston-Villa,,,,
Jamaldeen Jimoh,18-350,,,,,,,,0,eng ENG,,MF,0,Aston-Villa,,,,
Travis Patterson,19-346,,,,,,,,0,eng ENG,,DF,0,Aston-Villa,,,,
Sam Proctor,18-270,,,,,,,,0,eng ENG,,GK,0,Aston-Villa,,,,
Triston Rowe,19-122,,,,,,,,0,eng ENG,,DF,0,Aston-Villa,,,,
Jadon Sancho,25-176,,,,,,,,0,eng ENG,,"FW,MF",0,Aston-Villa,,,,
James Wright,20-289,,,,,,,,0,eng ENG,,GK,0,Aston-Villa,,,,
Squad Total,28.5,0.0,0.0,1.0,8.0,0.0,0.0,360.0,4,,0.0,,44,Aston-Villa,2.5,0.62,2.9,0.73
Opponent Total,27.3,1.0,0.25,0.0,8.0,4.0,1.0,360.0,4,,1.0,,44,Aston-Villa,5.7,1.43,7.3,1.82
Emmanuel Agbadou,28-092,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,ci CIV,0.0,DF,4,Wolverhampton-Wanderers,0.0,0.01,0.2,0.06
João Gomes,24-217,0.0,0.0,0.0,2.0,0.0,0.0,360.0,4,br BRA,0.0,MF,4,Wolverhampton-Wanderers,0.1,0.04,0.0,0.0
Toti Gomes,26-244,0.0,0.0,1.0,1.0,0.0,0.0,318.0,4,pt POR,0.0,DF,4,Wolverhampton-Wanderers,0.0,0.01,0.0,0.01
Marshall Munetsi,29-087,1.0,0.31,0.0,1.0,0.0,0.0,295.0,4,zw ZIM,0.0,FW,3,Wolverhampton-Wanderers,0.4,0.13,0.1,0.04
José Sá,32-243,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3,pt POR,0.0,GK,3,Wolverhampton-Wanderers,0.1,0.02,0.0,0.0
André,24-063,0.0,0.0,0.0,1.0,0.0,0.0,244.0,4,br BRA,0.0,MF,3,Wolverhampton-Wanderers,0.0,0.0,0.0,0.0
Hugo Bueno,22-364,0.0,0.0,0.0,1.0,0.0,0.0,229.0,4,es ESP,0.0,"MF,DF",2,Wolverhampton-Wanderers,0.3,0.12,0.1,0.02
Matt Doherty,33-244,0.0,0.0,0.0,2.0,0.0,0.0,180.0,2,ie IRL,0.0,DF,2,Wolverhampton-Wanderers,0.0,0.0,0.0,0.0
Hwang Hee-chan,29-234,0.0,0.0,0.0,0.0,1.0,0.52,173.0,4,kr KOR,0.0,FW,2,Wolverhampton-Wanderers,0.0,0.02,0.6,0.29
Jean-Ricner Bellegarde,27-082,0.0,0.0,0.0,0.0,0.0,0.0,169.0,4,ht HAI,0.0,"FW,MF",2,Wolverhampton-Wanderers,0.1,0.07,0.1,0.07
Jhon Arias,27-361,0.0,0.0,0.0,0.0,0.0,0.0,161.0,4,co COL,0.0,FW,2,Wolverhampton-Wanderers,0.1,0.03,0.2,0.12
Jørgen Strand Larsen,25-223,0.0,0.0,0.0,0.0,0.0,0.0,158.0,2,no NOR,0.0,FW,2,Wolverhampton-Wanderers,0.0,0.0,0.5,0.28
David Møller Wolfe,23-147,1.0,0.69,0.0,0.0,0.0,0.0,131.0,3,no NOR,0.0,MF,2,Wolverhampton-Wanderers,0.3,0.18,0.0,0.0
Ki-Jana Hoever,23-242,0.0,0.0,0.0,0.0,0.0,0.0,106.0,2,nl NED,0.0,MF,2,Wolverhampton-Wanderers,0.2,0.21,0.0,0.0
Jackson Tchatchoua,24-003,0.0,0.0,0.0,0.0,0.0,0.0,133.0,3,cm CMR,0.0,"MF,DF",1,Wolverhampton-Wanderers,0.0,0.01,0.0,0.0
Santiago Bueno,26-312,0.0,0.0,0.0,0.0,0.0,0.0,125.0,2,uy URU,0.0,DF,1,Wolverhampton-Wanderers,0.0,0.02,0.0,0.0
Rodrigo Gomes,22-072,0.0,0.0,0.0,0.0,1.0,0.74,121.0,3,pt POR,0.0,"DF,MF",1,Wolverhampton-Wanderers,0.0,0.0,0.6,0.47
Sam Johnstone,32-176,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1,eng ENG,0.0,GK,1,Wolverhampton-Wanderers,0.0,0.0,0.0,0.0
Ladislav Krejčí,26-150,0.0,0.0,0.0,1.0,0.0,0.0,90.0,1,cz CZE,0.0,"MF,DF",1,Wolverhampton-Wanderers,0.1,0.06,0.0,0.0
Tolu Arokodare,24-298,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1,ng NGA,0.0,FW,1,Wolverhampton-Wanderers,0.0,0.0,0.0,0.0
Yerson Mosquera,24-138,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1,co COL,0.0,DF,1,Wolverhampton-Wanderers,0.0,0.0,0.0,0.0
Fer López,21-116,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3,es ESP,0.0,"MF,FW",0,Wolverhampton-Wanderers,0.0,0.06,0.1,0.17
Sasa Kalajdzic,28-072,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1,at AUT,0.0,FW,0,Wolverhampton-Wanderers,0.0,0.0,0.0,0.0
Daniel Bentley,32-066,,,,,,,,0,eng ENG,,GK,0,Wolverhampton-Wanderers,,,,
Squad Total,26.9,2.0,0.5,1.0,9.0,2.0,0.5,360.0,4,,0.0,,44,Wolverhampton-Wanderers,1.9,0.47,2.6,0.66
Opponent Total,27.4,8.0,2.0,0.0,6.0,9.0,2.25,360.0,4,,0.0,,44,Wolverhampton-Wanderers,6.6,1.65,7.1,1.79
